[HEADER]
FILE_VERSION;1
SITE;0100001797;FRA203
FOLDER;Froid alim - C1-
LABEL;Comp. 1 - Tps marche VEV
POINT_ID;FRALIM_C1N_CP1_TPS_MARCHE
FREQUENCY;13
TIMEZONE;Europe/Paris
COMPRESSED;1
[DATA]
COLUMNS;CV
UNITS;%
"2017-01-01 00:00:00";90
"2017-01-10 00:00:00";100
"2017-01-11 00:00:00";90
"2017-01-31 00:00:00";100
"2017-02-01 00:00:00";90
"2017-02-07 00:00:00";100
"2017-02-08 00:00:00";90
"2017-03-21 00:00:00";90
"2017-03-22 00:00:00";90
"2017-06-09 00:00:00";90
"2017-06-10 00:00:00";90
"2017-06-27 00:00:00";
"2017-06-29 00:00:00";90
"2017-07-05 00:00:00";
"2017-07-20 00:00:00";90
"2017-07-24 00:00:00";
"2017-07-26 00:00:00";90
"2017-07-31 00:00:00";
"2017-08-02 00:00:00";90
"2017-08-19 00:00:00";0
"2017-08-20 00:00:00";30
"2017-08-21 00:00:00";90
"2017-08-28 00:00:00";90
"2017-08-29 00:00:00";90
"2017-09-06 00:00:00";80
"2017-09-07 00:00:00";90
"2017-10-28 00:00:00";100
"2017-10-30 00:00:00";90
"2017-11-02 00:00:00";100
"2017-11-03 00:00:00";90
"2017-11-04 00:00:00";100
"2017-11-06 00:00:00";90
"2017-11-09 00:00:00";100
"2017-11-10 00:00:00";90
"2017-11-16 00:00:00";90
"2017-11-17 00:00:00";90
"2017-11-25 00:00:00";100
"2017-11-26 00:00:00";90
"2017-12-08 00:00:00";100
"2017-12-10 00:00:00";90
"2017-12-31 00:00:00";90
