[HEADER]
FILE_VERSION;1
SITE;0100001722;FRA024
FOLDER;Divers
LABEL;Talon Puissance 10 min [PTCALC]
POINT_ID;TALON_PUISSANCE_10MIN
FREQUENCY;8
TIMEZONE;Europe/Paris
COMPRESSED;1
[DATA]
COLUMNS;CV
UNITS;kW
"2017-01-01 00:10:00";298.55
"2017-02-01 00:10:00";240.125
"2017-03-01 00:10:00";290.78645833333
"2017-03-22 00:00:00";290.78645833333
"2017-03-22 00:10:00";290.78645833333
"2017-04-01 00:10:00";327.30416666667
"2017-05-01 00:20:00";329.375
"2017-06-01 00:20:00";
"2017-06-10 00:00:00";
"2017-06-10 00:10:00";
"2017-08-29 00:00:00";
"2017-08-29 00:10:00";
"2017-11-17 00:00:00";
"2017-11-17 00:10:00";
"2018-01-01 00:00:00";
