[HEADER]
FILE_VERSION;1
SITE;0100001721;FRA023
FOLDER;Divers
LABEL;Talon Puissance 10 min [PTCALC]
POINT_ID;TALON_PUISSANCE_10MIN
FREQUENCY;8
TIMEZONE;Europe/Paris
COMPRESSED;1
[DATA]
COLUMNS;CV
UNITS;kW
"2017-01-01 00:10:00";462.93243243243
"2017-02-01 00:10:00";355.63125
"2017-03-01 00:10:00";327.51041666667
"2017-03-22 00:00:00";327.51041666667
"2017-03-22 00:10:00";327.51041666667
"2017-04-01 00:10:00";299.7625
"2017-05-01 00:20:00";330.640625
"2017-06-01 00:20:00";
"2017-06-10 00:00:00";
"2017-06-10 00:10:00";
"2017-08-29 00:00:00";
"2017-08-29 00:10:00";
"2017-11-17 00:00:00";
"2017-11-17 00:10:00";
"2018-01-01 00:00:00";
