[HEADER]
FILE_VERSION;1
SITE;0100001707;FRA006
FOLDER;CVC - Z3 Bazar
LABEL;Mini air neuf moy. zone
POINT_ID;CVC_Z3_MINI_AIR_NEUF
FREQUENCY;8
TIMEZONE;Europe/Paris
COMPRESSED;1
[DATA]
COLUMNS;CV
UNITS;%
"2017-01-01 00:00:00";
"2017-03-21 23:50:00";
"2017-03-22 00:00:00";
"2017-06-09 23:50:00";
"2017-06-10 00:00:00";
"2017-06-22 15:50:00";0
"2017-06-22 16:00:00";
"2017-06-22 16:20:00";0
"2017-06-22 16:30:00";
"2017-08-28 23:50:00";
"2017-08-29 00:00:00";
"2017-11-16 23:50:00";
"2017-11-17 00:00:00";
"2017-12-31 23:50:00";
